Date,Time,PV,SP,CO,Mode,P,I,D,Filtered_PV_Kalman
2016/7/21,0:00:01,50.6284,50.55448,53.73814,AUTO,0.6,0.6,0,25.44014129353234
2016/7/21,0:00:02,50.6271,50.55448,53.73729,AUTO,0.6,0.6,0,33.974428377356006
2016/7/21,0:00:04,50.63035,50.55448,53.73391,AUTO,0.6,0.6,0,38.28199732559934
2016/7/21,0:00:05,50.62724,50.55448,53.73439,AUTO,0.6,0.6,0,40.8960090531266
2016/7/21,0:00:07,50.62767,50.55448,53.73315,AUTO,0.6,0.6,0,42.66227510246366
2016/7/21,0:00:09,50.62446,50.55448,53.73377,AUTO,0.6,0.6,0,43.94195409894344
2016/7/21,0:00:10,50.61486,50.55448,53.7394,AUTO,0.6,0.6,0,44.915027156504955
2016/7/21,0:00:11,50.61095,50.55448,53.74163,AUTO,0.6,0.6,0,45.682932879755505
2016/7/21,0:00:13,50.60799,50.55448,53.74318,AUTO,0.6,0.6,0,46.305941499441204
2016/7/21,0:00:14,50.60094,50.55448,53.74727,AUTO,0.6,0.6,0,46.821787318465
2016/7/21,0:00:16,50.60027,50.55448,53.74663,AUTO,0.6,0.6,0,47.256787266040774
2016/7/21,0:00:18,50.59951,50.55448,53.74664,AUTO,0.6,0.6,0,47.628532499670804
2016/7/21,0:00:19,50.6036,50.55448,53.74236,AUTO,0.6,0.6,0,47.95015713375612
2016/7/21,0:00:21,50.60334,50.55448,53.74195,AUTO,0.6,0.6,0,48.230415356460455
2016/7/21,0:00:22,50.60442,50.55448,53.73989,AUTO,0.6,0.6,0,48.476472001845025
2016/7/21,0:00:24,50.60696,50.55448,53.73734,AUTO,0.6,0.6,0,48.69388569559603
2016/7/21,0:00:25,50.61054,50.55448,53.73326,AUTO,0.6,0.6,0,48.88700561486131
2016/7/21,0:00:27,50.61249,50.55448,53.73108,AUTO,0.6,0.6,0,49.05906158824405
2016/7/21,0:00:28,50.61689,50.55448,53.72626,AUTO,0.6,0.6,0,49.21308002811407
2016/7/21,0:00:30,50.62128,50.55448,53.72131,AUTO,0.6,0.6,0,49.351335572166036
2016/7/21,0:00:32,50.62283,50.55448,53.71929,AUTO,0.6,0.6,0,49.47545712394622
2016/7/21,0:00:34,50.62746,50.55448,53.71403,AUTO,0.6,0.6,0,49.58738822929528
2016/7/21,0:00:35,50.62568,50.55448,53.71356,AUTO,0.6,0.6,0,49.68788444131764
2016/7/21,0:00:37,50.62598,50.55448,53.71244,AUTO,0.6,0.6,0,49.778397714069705
2016/7/21,0:00:39,50.62389,50.55448,53.71227,AUTO,0.6,0.6,0,49.85976633688811
2016/7/21,0:00:40,50.62749,50.55448,53.70774,AUTO,0.6,0.6,0,49.93349508090267
2016/7/21,0:00:42,50.62786,50.55448,53.70655,AUTO,0.6,0.6,0,50.00006378166659
2016/7/21,0:00:43,50.62944,50.55448,53.70443,AUTO,0.6,0.6,0,50.06031680214279
2016/7/21,0:00:45,50.63676,50.55448,53.69692,AUTO,0.6,0.6,0,50.11543847530008
2016/7/21,0:00:46,50.63684,50.55448,53.69478,AUTO,0.6,0.6,0,50.16524962928561
2016/7/21,0:00:48,50.63557,50.55448,53.69372,AUTO,0.6,0.6,0,50.21014598517002
2016/7/21,0:00:49,50.63543,50.55448,53.69282,AUTO,0.6,0.6,0,50.250717424361596
2016/7/21,0:00:51,50.63426,50.55448,53.6927,AUTO,0.6,0.6,0,50.28728776307368
2016/7/21,0:00:53,50.6329,50.55448,53.69177,AUTO,0.6,0.6,0,50.32022745246872
2016/7/21,0:00:54,50.63514,50.55448,53.68809,AUTO,0.6,0.6,0,50.35023074125139
2016/7/21,0:00:55,50.63634,50.55448,53.68617,AUTO,0.6,0.6,0,50.377482012451786
2016/7/21,0:00:57,50.6381,50.55448,53.6838,AUTO,0.6,0.6,0,50.402299492002264
