Date,Time,PV,SP,CO,Mode,P,I,D,Filtered_PV_Kalman
2016-07-21,00:00:01,48.91335,49,36.13609,AUTO,1.5,1.5,0,24.578350000000004
2016-07-21,00:00:02,48.93233,49,36.1119,AUTO,1.5,1.5,0,32.83039262951877
2016-07-21,00:00:04,48.89437,49,36.17471,AUTO,1.5,1.5,0,36.98487244000819
2016-07-21,00:00:07,48.90386,49,36.16902,AUTO,1.5,1.5,0,39.50862787226685
2016-07-21,00:00:09,48.94182,49,36.2168,AUTO,1.5,1.5,0,41.22072276367814
2016-07-21,00:00:10,48.84692,49,36.26376,AUTO,1.5,1.5,0,42.446401965043194
2016-07-21,00:00:12,48.92284,49,36.15202,AUTO,1.5,1.5,0,43.3908251974741
2016-07-21,00:00:15,48.93233,49,36.14395,AUTO,1.5,1.5,0,44.137912784543474
2016-07-21,00:00:18,48.94182,49,36.13618,AUTO,1.5,1.5,0,44.74559621446706
2016-07-21,00:00:19,48.92284,49,36.16679,AUTO,1.5,1.5,0,45.24729923986507
2016-07-21,00:00:21,48.88488,49,36.23013,AUTO,1.5,1.5,0,45.66607777435302
2016-07-21,00:00:23,48.93233,49,36.16083,AUTO,1.5,1.5,0,46.02931869899877
2016-07-21,00:00:24,48.97029,49,36.10606,AUTO,1.5,1.5,0,46.34725730658844
2016-07-21,00:00:26,48.97978,49,36.0924,AUTO,1.5,1.5,0,46.62533317564033
2016-07-21,00:00:27,48.89437,49,36.22427,AUTO,1.5,1.5,0,46.86051030167307
2016-07-21,00:00:29,48.93233,49,36.16921,AUTO,1.5,1.5,0,47.071936967202014
2016-07-21,00:00:30,48.9608,49,36.12842,AUTO,1.5,1.5,0,47.2622566693825
2016-07-21,00:00:32,48.91335,49,36.20336,AUTO,1.5,1.5,0,47.4268947690326
2016-07-21,00:00:34,48.92284,49,36.19419,AUTO,1.5,1.5,0,47.57479497990685
2016-07-21,00:00:36,48.91335,49,36.21084,AUTO,1.5,1.5,0,47.70621285822041
2016-07-21,00:00:37,48.88488,49,36.25836,AUTO,1.5,1.5,0,47.82127273694849
2016-07-21,00:00:39,48.87539,49,36.27605,AUTO,1.5,1.5,0,47.92369306321108
2016-07-21,00:00:40,48.92284,49,36.20864,AUTO,1.5,1.5,0,48.020400448585896
2016-07-21,00:00:42,48.91335,49,36.22528,AUTO,1.5,1.5,0,48.10655775479306
2016-07-21,00:00:43,48.89437,49,36.25857,AUTO,1.5,1.5,0,48.18237535656033
2016-07-21,00:00:45,48.94182,49,36.14712,AUTO,1.5,1.5,0,48.25530902058526
2016-07-21,00:00:48,48.95131,49,36.17939,AUTO,1.5,1.5,0,48.32203457030094
2016-07-21,00:00:50,48.92284,49,36.22424,AUTO,1.5,1.5,0,48.37955238048089
2016-07-21,00:00:51,48.90386,49,36.257,AUTO,1.5,1.5,0,48.429688652960884
2016-07-21,00:00:53,48.92284,49,36.23066,AUTO,1.5,1.5,0,48.47680097719061
2016-07-21,00:00:54,48.9608,49,36.1759,AUTO,1.5,1.5,0,48.52300308479388
2016-07-21,00:00:56,48.91335,49,36.24949,AUTO,1.5,1.5,0,48.56024157855724
2016-07-21,00:00:57,48.93233,49,36.22451,AUTO,1.5,1.5,0,48.59571977698242
2016-07-21,00:00:59,48.92284,49,36.24088,AUTO,1.5,1.5,0,48.626897025325434
2016-07-21,00:01:02,48.93233,49,36.23335,AUTO,1.5,1.5,0,48.6559971479301
2016-07-21,00:01:03,48.89437,49,36.29642,AUTO,1.5,1.5,0,48.67870163245808
2016-07-21,00:01:05,48.93233,49,36.2435,AUTO,1.5,1.5,0,48.70285352191171
2016-07-21,00:01:06,48.91335,49,36.27438,AUTO,1.5,1.5,0,48.72289431735257
2016-07-21,00:01:08,48.90386,49,36.29343,AUTO,1.5,1.5,0,48.74012086505683
2016-07-21,00:01:10,48.91335,49,36.28269,AUTO,1.5,1.5,0,48.756608835695445
2016-07-21,00:01:11,48.89437,49,36.31409,AUTO,1.5,1.5,0,48.769719582167575
2016-07-21,00:01:13,48.93233,49,36.26196,AUTO,1.5,1.5,0,48.7851939030677
2016-07-21,00:01:15,48.91335,49,36.29284,AUTO,1.5,1.5,0,48.797388624868795
2016-07-21,00:01:18,48.94182,49,36.25739,AUTO,1.5,1.5,0,48.81113123130013
2016-07-21,00:01:24,48.9608,49,36.24152,AUTO,1.5,1.5,0,48.825371501437154
2016-07-21,00:01:26,48.95131,49,36.25846,AUTO,1.5,1.5,0,48.83735348586995
2016-07-21,00:01:28,48.94182,49,36.27431,AUTO,1.5,1.5,0,48.847292277489125
2016-07-21,00:01:30,48.9608,49,36.24881,AUTO,1.5,1.5,0,48.85809095636762
2016-07-21,00:01:31,48.92284,49,36.30977,AUTO,1.5,1.5,0,48.86425079522782
2016-07-21,00:01:33,48.95131,49,36.26842,AUTO,1.5,1.5,0,48.87253294608203
2016-07-21,00:01:34,48.94182,49,36.28642,AUTO,1.5,1.5,0,48.8791242957665
2016-07-21,00:01:36,48.95131,49,36.27354,AUTO,1.5,1.5,0,48.88599131701606
2016-07-21,00:01:41,48.98927,49,36.22313,AUTO,1.5,1.5,0,48.895816117478816
2016-07-21,00:01:42,48.99876,49,36.20893,AUTO,1.5,1.5,0,48.905608992154015
2016-07-21,00:01:44,48.98927,49,36.22376,AUTO,1.5,1.5,0,48.91356746915625
2016-07-21,00:01:46,48.93233,49,36.31105,AUTO,1.5,1.5,0,48.9153522957029
2016-07-21,00:01:47,48.98927,49,36.22729,AUTO,1.5,1.5,0,48.922383847890934
2016-07-21,00:01:49,48.97978,49,36.24238,AUTO,1.5,1.5,0,48.9278437390613
2016-07-21,00:01:51,48.98927,49,36.24238,AUTO,1.5,1.5,0,48.933686983296525
2016-07-21,00:01:52,48.9608,49,36.27359,AUTO,1.5,1.5,0,48.9362661343463
2016-07-21,00:01:54,48.99876,49,36.21751,AUTO,1.5,1.5,0,48.94221091024888
