time,SP,PV,CO,PV_filtered,Filtered_PV
766,30,30.808,4.9954,29.781333333333333,30.05179302301552
767,30,29.535,8.7353,30.450333333333333,30.002633127025234
768,30,31.008,5.1354,29.938666666666663,30.0982685723707
769,30,29.273,9.7769,30.212,30.019764963817575
770,30,30.355,6.5652,30.014333333333337,30.05165417047688
771,30,30.415,6.6181,30.56266666666666,30.0862174141593
772,30,30.918,6.0443,30.275666666666663,30.165340667735485
773,30,29.494,9.6505,29.70733333333333,30.101479439100178
774,30,28.71,9.6305,29.584333333333333,29.96911506602943
775,30,30.549,4.9382,29.788,30.02427657512641
776,30,30.105,7.1485,30.506666666666664,30.031955384618865
777,30,30.866,5.9111,29.786666666666665,30.111293813578584
778,30,28.389,11.631,29.796,29.947460748948195
779,30,30.133,5.6266,29.622,29.965110155727334
780,30,30.344,6.2403,29.90533333333333,30.001152022599946
781,30,29.239,9.4874,29.46066666666667,29.92865237091894
782,30,28.799,9.4721,28.90233333333333,29.821194277279222
783,30,28.669,8.5945,28.932666666666663,29.71159188655587
784,30,29.33,6.9631,28.70233333333333,29.6752929881219
785,30,28.108,9.9988,29.352,29.52620436491875
786,30,30.618,4.4387,29.59133333333333,29.630061339515777
787,30,30.048,7.462,30.388666666666666,29.66981772198363
788,30,30.5,6.437,30.509,29.748788746402894
789,30,30.979,6.2578,30.858,29.865812495911015
790,30,31.095,6.8242,31.006,29.982738861327057
791,30,30.944,7.3339,31.252333333333336,30.074178752138522
792,30,31.718,5.4579,31.543333333333333,30.23054712007809
